year,month,crossingType,numberOfCrossings
2001,Feb,Train Passengers,0
2001,Feb,Buses,10
2001,Feb,Personal Vehicles,1628
2001,Feb,Rail Containers Loaded,0
2001,Mar,Truck Containers Empty,120
2001,Mar,Personal Vehicle Passengers,3572
2001,Mar,Bus Passengers,350
2001,Mar,Pedestrians,0
2001,Mar,Buses,14
2001,Mar,Trucks,1630
2001,Mar,Personal Vehicles,1880
2001,Mar,Train Passengers,0
2001,Mar,Truck Containers Loaded,1534
2001,Mar,Trains,0
2001,Mar,Rail Containers Loaded,0
2001,Mar,Rail Containers Empty,0
2001,Apr,Personal Vehicles,2329
2001,Apr,Truck Containers Empty,142
2001,Apr,Bus Passengers,269
2001,Apr,Truck Containers Loaded,2162
2001,Apr,Personal Vehicle Passengers,4192
2001,Apr,Rail Containers Loaded,0
2001,Apr,Trains,0
2001,Apr,Train Passengers,0
2001,Apr,Pedestrians,0
2001,Apr,Rail Containers Empty,0
2001,Apr,Trucks,2342
2001,Apr,Buses,14
2001,May,Bus Passengers,560
2001,May,Personal Vehicles,2506
2001,May,Train Passengers,0
2001,May,Rail Containers Empty,0
2001,May,Truck Containers Empty,166
2001,May,Trucks,2811
2001,May,Buses,18
2001,May,Pedestrians,0
2001,May,Trains,0
2001,May,Personal Vehicle Passengers,6265
2001,May,Truck Containers Loaded,2926
2001,May,Rail Containers Loaded,0
2001,Jun,Bus Passengers,219
2001,Jun,Personal Vehicles,3485
2001,Jun,Trains,0
2001,Jun,Truck Containers Empty,258
2001,Jun,Personal Vehicle Passengers,9410
2001,Jun,Buses,11
2001,Jun,Trucks,1319
2001,Jun,Truck Containers Loaded,1140
2001,Jun,Rail Containers Loaded,0
2001,Jun,Train Passengers,0
2001,Jun,Pedestrians,0
2001,Jun,Rail Containers Empty,0
2001,Jul,Rail Containers Empty,0
2001,Jul,Bus Passengers,266
2001,Jul,Trucks,1399
2001,Jul,Buses,8
2001,Jul,Truck Containers Loaded,1101
2001,Jul,Trains,0
2001,Jul,Rail Containers Loaded,0
