year,month,crossingType,numberOfCrossings
2000,Jun,Truck Containers Loaded,9931
2000,Jun,Bus Passengers,1490
2000,Jun,Truck Containers Empty,1514
2000,Jun,Personal Vehicles,16594
2000,Jul,Bus Passengers,2775
2000,Jul,Rail Containers Loaded,1234
2000,Jul,Personal Vehicles,22655
2000,Jul,Personal Vehicle Passengers,79293
2000,Jul,Rail Containers Empty,866
2000,Jul,Truck Containers Empty,1542
2000,Jul,Pedestrians,752
2000,Jul,Trucks,10847
2000,Jul,Train Passengers,96
2000,Jul,Trains,32
2000,Jul,Buses,118
2000,Jul,Truck Containers Loaded,9729
2000,Aug,Truck Containers Loaded,9727
2000,Aug,Rail Containers Loaded,1205
2000,Aug,Pedestrians,1153
2000,Aug,Rail Containers Empty,798
2000,Aug,Buses,87
2000,Aug,Truck Containers Empty,1357
2000,Aug,Trains,35
2000,Aug,Bus Passengers,2432
2000,Aug,Train Passengers,105
2000,Aug,Personal Vehicles,21936
2000,Aug,Personal Vehicle Passengers,76776
2000,Aug,Trucks,10678
2000,Sep,Buses,64
2000,Sep,Rail Containers Empty,765
2000,Sep,Train Passengers,105
2000,Sep,Personal Vehicle Passengers,57229
2000,Sep,Personal Vehicles,16351
2000,Sep,Trucks,11214
2000,Sep,Truck Containers Empty,9548
2000,Sep,Truck Containers Loaded,10272
2000,Sep,Trains,35
2000,Sep,Bus Passengers,1460
2000,Sep,Pedestrians,957
2000,Sep,Rail Containers Loaded,1243
2000,Oct,Train Passengers,111
2000,Oct,Pedestrians,723
2000,Oct,Rail Containers Empty,946
2000,Oct,Bus Passengers,1193
2000,Oct,Personal Vehicle Passengers,56840
2000,Oct,Truck Containers Loaded,11330
2000,Oct,Personal Vehicles,16331
2000,Oct,Rail Containers Loaded,1278
2000,Oct,Trains,37
2000,Oct,Truck Containers Empty,1809
2000,Oct,Trucks,12521
2000,Oct,Buses,64
2000,Nov,Pedestrians,892
2000,Nov,Personal Vehicles,25630
2000,Nov,Truck Containers Loaded,10393
2000,Nov,Truck Containers Empty,1501
2000,Nov,Personal Vehicle Passengers,68265
2000,Nov,Rail Containers Loaded,1600
2000,Nov,Bus Passengers,2950
2000,Nov,Rail Containers Empty,897
2000,Nov,Buses,124
2000,Nov,Train Passengers,222
2000,Nov,Trucks,22892
2000,Nov,Trains,74
2000,Dec,Rail Containers Loaded,1681
2000,Dec,Truck Containers Loaded,9033
2000,Dec,Rail Containers Empty,808
2000,Dec,Buses,44
2000,Dec,Personal Vehicle Passengers,28010
2000,Dec,Truck Containers Empty,1224
2000,Dec,Pedestrians,599
2000,Dec,Personal Vehicles,14005
2000,Dec,Trucks,9959
2000,Dec,Train Passengers,99
2000,Dec,Trains,33
2000,Dec,Bus Passengers,680
2001,Jan,Trains,33
2001,Jan,Personal Vehicle Passengers,29337
2001,Jan,Trucks,11363
2001,Jan,Train Passengers,99
2001,Jan,Pedestrians,457
2001,Jan,Buses,49
2001,Jan,Truck Containers Empty,1342
2001,Jan,Truck Containers Loaded,10390
2001,Jan,Rail Containers Empty,1037
2001,Jan,Rail Containers Loaded,1695
2001,Jan,Bus Passengers,885
2001,Jan,Personal Vehicles,13970
2001,Feb,Bus Passengers,1750
2001,Feb,Trains,30
2001,Feb,Train Passengers,90
2001,Feb,Personal Vehicle Passengers,30863
2001,Feb,Pedestrians,526
2001,Feb,Truck Containers Loaded,9514
2001,Feb,Truck Containers Empty,1243
2001,Feb,Rail Containers Empty,888
2001,Feb,Trucks,10575
2001,Feb,Buses,70
2001,Feb,Personal Vehicles,12345
2001,Feb,Rail Containers Loaded,1362
2001,Mar,Bus Passengers,1856
2001,Mar,Personal Vehicles,14565
2001,Mar,Truck Containers Empty,1370
2001,Mar,Truck Containers Loaded,10731
2001,Mar,Trucks,11966
2001,Mar,Pedestrians,566
2001,Mar,Rail Containers Loaded,1532
2001,Mar,Personal Vehicle Passengers,30586
2001,Mar,Rail Containers Empty,1122
2001,Mar,Train Passengers,102
2001,Mar,Trains,34
2001,Mar,Buses,74
2001,Apr,Train Passengers,96
2001,Apr,Trucks,11530
2001,Apr,Truck Containers Loaded,10494
2001,Apr,Rail Containers Loaded,1680
2001,Apr,Truck Containers Empty,1147
2001,Apr,Bus Passengers,1308
2001,Apr,Buses,60
2001,Apr,Rail Containers Empty,943
2001,Apr,Personal Vehicle Passengers,32280
2001,Apr,Trains,32
2001,Apr,Personal Vehicles,14673
2001,Apr,Pedestrians,455
2001,May,Rail Containers Empty,990
2001,May,Truck Containers Empty,1146
2001,May,Trains,31
2001,May,Truck Containers Loaded,11172
2001,May,Rail Containers Loaded,1363
